source,target
And the ark of the Lord was in the house of Obed-edom the Gittite for three months: and the Lord sent a blessing on Obed-edom and all his family.,"Tin, LALPA bâwm chu Git mi Obed-edoma inah chuan thla thum a a awm a; tichuan Obed-edoma leh a chhûngte zawng zawng chu LALPAN mal a sawm a."
He may not go near any dead body or make himself unclean for his father or his mother;,"mitthi ruang awmnaah chuan a lût tur a ni lo va, a a nu emaw a pa emaw avangin a intibawrhbang tur a ni hek lo;"
"And it came to the minds of the disciples that the Writings say, I am on fire with passion for your house.","Tin, I ina ka thahnemngaihin mi ei zo vang, tih ziak a ni tih, a zirtirte chuan an hre leh ta a."
So they took up stones to send at him: but Jesus got secretly out of their way and went out of the Temple.,"Chutichuan a den nan lung an char a; nimahsela Isua a biru a, Pathian biak in ata chu a chhuak ta a."
I see them pretty often.,Ka hmu fo thin.
They didn't choose me.,Min thlang lo.
My arm hurts.,Ka bân ka tina.
"For you have made your arched room at the top of every street, and your high place in every open place; though you were not like a loose woman in getting together your payment.","Kawtthlêr lu apianga chânna bûk i siamah te, kawtthlêr tina hmun langsâr i siamah te hian hlawh i ûm loh avângin nawhchizuar mai pawh i ni lo ve."
The chicken was dry,Vawk chu a vawt a
I leaned back,Ka inngheng a
I got shot.,Kah fuh ka ni.
"And putting her forward, they said to him, Master, this woman has been taken in the very act of sinning against the married relation.","Isua hnenah, Zirtirtu, he hmeichhia hi a uire lai an man a ni, a uire lai takin."
How touching!,Mi a dek zar mai!
We talked all the time.,Kan inbia reng a.
"So that it became clear through all the Praetorium, and to all the rest, that I was a prisoner on account of Christ;",chutichuan ka kawlbunnate hi Praitorian sipai pawl zawng zawng zingah leh mi dang zawng zawng hnenah chuan Krista avang a ni tih a lang chhuak ta:
Eat up,Ei zovang
"And he gave the money to Aaron and his sons, as the Lord had said.","LALPAN Mosia thu a pêk, LALPA thu angin Mosia chuan tlanna sum chu Arona leh a fapate a pe a."
"Under the earth his roots are dry, and over it his branch is cut off.","chhûngrilah a zung a mawih ang a, Chung lamah a zar a vuai bawk ang."
We're really happy,Kan lawm takzet
I may change,Ka inthlak maithei
Have you tried turning it on?,I on tum tawh em?
How is life,Nun eng nge a an
He turned 16,Kum 16 a tling ta
They call you Tom.,Tom an ti che a.
"And I will have them planted in their land, and never again will they be uprooted from their land which I have given them, says the Lord your God.","Tin, an ramah anmahni ka ka phun ang a, an hnêna ka pêk an ram ata chu pawh chhuahin an awm leh tawh lo vang, LALPA Pathian chuan a ti a."
He is not a child,Naupang a ni lo
"Keep in mind, O Lord, what has come to us: take note and see our shame.","Aw LALPA, kan chunga lo thleng chu hre reng ang che; Ngai la, kan mualphona hi en teh!"
"Blind, Blindness","Mitdel, mitdelna"
I danced,Ka lam tawh
I'm sure.,Ka chiang.
"Like a bird falling into a net; with no thought that his life is in danger, till an arrow goes into his side.",Savain a thihna tûr a ni tih hre lova Thlain a thin a dawh tlâng thlenga thang lam a pan angin.
"God puts a strong band about me, guiding me in a straight way.",Pathian chu ka kulhpui nghet tak a ni a: Mi tha famkimchu a kawngah a hruai thin.
I hope we win.,Kan chak ka ring.
"Then he said to them, Today this word has come true in your hearing.","Tin, an hnenah, He Pathian Lehkha Thu hi vawiinah hian in hriatah a lo thleng ta, tiin a sawi tan a."
So God has taken away your father's cattle and has given them to me.,"Chutiangin Pathianin in pa rante chu a lâksak a, keimah mi pe ta a nih hi."
I'll check into it.,Ka check lut ang.
He can't swim,A hleuh thiam lo
"Out of Ephraim they came down into the valley; after you, Benjamin, among your tribesmen; from Machir came down the captains, and from Zebulun those in whose hand is the ruler's rod.","Ameleka zungzamte chu Ephraim atangin an lo chhuk a; Benjamin, i mite zinga miten an rawn zui che, Makir atangin ram rorêltute an lo chhuk. Tin, Zebulun atangin ziaktu tiang kengtute chu an lo chhuk."
"It is to be plated with the best gold, the top of it and the sides and the horns, with an edging of gold all round it.","Tin, a chute , a pang vêlte leh a kîte chu rangkachak hlîr hlak tîin i luantur a ni; tin, a kotlâng vêlah chuan rangkachak i dah tur a ni."
"Then the people were glad because their offerings were freely given, for with a true heart they freely gave what they had to the Lord; and David the king was full of joy.","Tichuan mipuite chu an hlim êm me mai a, rilru hmun khat pua lâwm taka LALPA an peka vangin; lal Davida pawh hlim namen lo vin a hlim a."
"See now the Great Beast, whom I made, even as I made you; he takes grass for food, like the ox.","En teh, nangmah ang bawka Behemoth ka siam hi, Bawng anga hnim ring mi a ni."
"Why is my pain unending and my wound without hope of being made well? Sorrow is mine, for you are to me as a stream offering false hope and as waters which are not certain.","Engati nge ka na a reh theih lohva, Ka hlia a dam theih loh, tihdam duh lo ang mai hian? Ka lakah kawrte bumhmang tui kang thin ang hi a ni dawn êm ni?"
"I will make you a thing of fear, and you will come to an end: even if you are looked for, you will not be seen again for ever, says the Lord.","Ka tiboral daih ang chia, i awm tawh lo vang; miten zawng che mah sela an hmu tawp lo vang che, tih hi LALPA PATHIAN thu chhuak a ni."
The purpose of the foolish is sin: and the hater of authority is disgusting to others.,"Mi â ngaihtuahna chu sual a ni a, Tin, mi hmusit ching mi ch mihring tan tenawm an ni."
"You'll help, won't you?",I pui dawn nia?
"Still the upright keeps on his way, and he who has clean hands gets new strength.","Mi fel chuan a kawng ngai a chelh tlat a, Kut fai nei chu a chak deuh deuh vang."
"Give thought to him who has undergone so much of the hate of sinners against himself, so that you may not be tired and feeble of purpose.","In thlarau lamah in inthlahdah a, in lo hah loh nan, anmahni chung tha lo turin mi sualte chutianga hnialkalhna tuartu chu ngaihtuah teh u khai."
We love them,Kan hmangaih
Tom came.,Tom-a a lo kal.
"For I am certain that you will send me back to death, and to the meeting-place ordered for all living.","Nangin thihna mi thlen ang tih ka hria asin, Mi nung zawng zawng tana ruat inah chuan."
"I will make you come out from inside the town and will give you up into the hands of men from other lands, and will be judge among you.","A lai ata ka tichhuak ang che u a, hnamdangte kutah ka mantîr ang che u a, in chung thu an rêl ang."
"Come, go through all the land from one end to the other for I will give it to you.","Tho la, ram hi a dung a vâng fang chhuak rawh; ka pe dâwn che a ni, a ti a."
"All the rivers go down to the sea, but the sea is not full; to the place where the rivers go, there they go again.","Lui zawng zawngte chu tuipuiah an luang lut a, Mahse tuipui chu a khat chuang lo; Luite chu an luanna thin lamah chuan an luang reng a."
Do it quietly,Ngawi rengin tirawh
"And he said, Praise to the Lord, the God of Shem; let Canaan be his servant.","LALPA, Sema Pathian chu fakin awm rawh se; Kanaana chu a chhiahhlawhah awm rawh se."
It's Tom on the phone.,Phone-a Tom a ni.
"He made his burned offering and his meal offering and his drink offering there, draining out the blood of his peace-offerings on the altar.","Tin, maichâma chuan ahâlral thilhlante halin a changphut tlhlante a hlân a, a in tûr thilhlan a leih a, a remna thilhlante thisen chu a theh a."
Are you stealing from me?,Min ru a ni em?
It was before your time.,I hun hma a ni.
"And your name will become a curse to my people, and the Lord God will put you to death, and give his servants another name:","Tin, in hming chu chhechham nân ka mi thlante hnênah in hnutchhiah ang a, Lalpa PATHIAN chuan a tihlum ang che u; tin, a chiahhlawhte chu hming dangin a ko tawh a:"
"Is any one able to take up the argument against me? If so, I would keep quiet and give up my breath.","Tunge mi hnialtu tûr awm? Tichuan, ka ngawi ang a, thlarau ka thlah mai ang."
"Put on one side a tenth of all the increase of your seed, produced year by year.",Kum tin in lova thlai haw zawng zawng sawma pakhat in tihrang ngei ngei tur a ni.
You know too much.,I hre tam lutuk.
"The sons of Zilpah, Leah's servant: Gad and Asher; these are the sons whom Jacob had in Paddan-aram.","tin, Leaii bâwihnu Zilpaii fapate chu Gada leh Asera an ni a: chûng chu Jakoba fapa, Paddan-aram rama a neihte kha an ni.,"
Let your search be for the Lord and for his strength; let your hearts ever be turned to him.,LALPA leh a chakna chu zawng ula; A hmêl chu zawng fo rawh u.
You're a mean person.,Mi mean tak i ni.
Tom's up.,Tom-a a tho tawh.
"Come quietly before me, O sea-lands, and let the peoples get together their strength: let them come near; then let them say what they have to say: let us put forward our cause against one another.","Aw thliarkarte u, ka hmaah chuan ngawi thiap rawh u; mi tin chuan an chakna tithar leh sela: lo hnai hlawm sela; chumi hnuah chuan sawi rawh se: rorêl tûrin i inhnaih tlâng teh ang u."
"Now some people who were there at that time, gave him an account of how the blood of some Galilaeans had been mixed by Pilate with their offerings.","Tin, chutih lai tak chuan tute emaw an lo awm a, chu mite chuan Galili rama mi, Pilatan an thisen an Pathian biakna sa talhte zinga a telh sakate chanchin chu Isua an hrilh a."
But it is a small thing to me that I am judged by you or by man's judging; I am not even a judge of myself.,Nimahsela nangnin mi fiahna leh mihring ngaihtuahnain mi fiahna chu ka tan thil te tak te a ni; mahni pawh ka infiah ngai hek lo.
We were taken care of.,Kan enkawl a.
"By whom has the spirit of the Lord been guided, or who has been his teacher?",Tuin nge LALPA thlarau chu thil tih dan tûr kawhhmuh le? A nih loh leh tunge a remruatsaktu nia amah zirtir le?
"Judah and Israel were as great in number as the sand by the seaside, and they took their food and drink with joy in their hearts.","Judate leh Israelte chu tuifinriat kama tiau vaivut zat zetin an tam a, an eiin an in a, hlim takin an awm thin a."
We'll handle them,Kan buaipui ang
You reek of alcohol.,Zu i rimchhia.
Are you flirting with me?,Min flirt em ni?
Give him a moment.,Hun rei vak lo pe rawh.
But we took for ourselves all the cattle and the stored wealth of the towns.,Amaherawhchu ran zawng zawng leh khuaa râllâka kan lak thilte chu kan pualah kan la a.
I didn't keep them waiting.,Ka nghah reng lo.
You're flattering me.,Min flatter a ni.
We'll wait,Lan nghak ang
I am rather happy.,Ka hlim zawk.
I've been tricked,Ka bum tawh a ni
I'm not waiting for you.,Ka nghak lo che.
Go ahead.,Kal zel rawh.
Tom swims.,Tom-an a hleuh.
"Then Jonathan said, My father has made trouble come on the land: now see how bright my eyes have become because I have taken a little of this honey.","Chutichuan Jonathana chuan, Ka pa hian mite a timangang mai a nih hi maw; en ta che u, khawizu tlemte ka han tem mai avânga ka mit meng a lo fiah takzia hi."
He will not be pleased.,A lawm lo vang.
We're not Bengali,Bengali kan ni lo
"You may take the lizard in your hands, but it is in kings' houses.",Daidepte hi an kein an inham tang thin a; Nimahsela lal inah an awm thin.
We should go,Kan kal a ngai
Things went wrong,Thil a kal sual a
"For though he sends grief, still he will have pity in the full measure of his love.","Tilungngai mah sela, a zahngaihna nasa tak avângin a la khawngaih dawn a ni."
It was a warm night.,Zan lum tak a ni.
He did not want war.,Indona a duh lo.
"A king, by right rule, makes the land safe; but one full of desires makes it a waste.","Dik taka lalin ro a rêl chuan ram a phuisui a, Thamna a lâk chuan ram a chhe thin."
Break it down,Tikeh sawm rawh
And the Father himself who sent me has given witness about me. Not one of you has ever given ear to his voice; his form you have not seen.,"Pa mi tirtu pawh chuan ka chanchin a hriattir tawh. Nangnin eng tikah mah a aw in hre ngai lo va, a hmel pawh in hmu ngai hek lo."
Take away the shame which is my fear; for your decisions are good.,"Mi sawichhiatna ka hlauh hi la bo vang che, I rorêlte chu a tha si a."
Zebulun did not make the people of Kitron or the people of Nahalol go out; but the Canaanites went on living among them and were put to forced work.,"Zebuluna chuan Kitron khuaa awmte leh Nahalal khuaa awmte chu a hnawt chhuak lo.Kanaan-ho chu an zingah an cheng ve a, hnathawka rawih atân an awm ta zawk a ni."
Pull me in,Mi pawt lut rawh
We like it,Kan duh e
"For wisdom will come into your heart, and knowledge will be pleasing to your soul;","I thinlungah finna chu a lût ang a, I nunna atân hriatna chu tui tak a n ang;"
"Keep yourselves in the love of God, looking for life eternal through the mercy of our Lord Jesus Christ.","chatuan nunna neihtirna khawp kan Lalpa Isua Krista khawngaihna chu nghak chungin, Pathian hmangaihnaah chuan invawng tha rawh u."
